age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
69,government,163689,communitycollege,10,married,blue-collar,husband,white,male,0,0,16,united-states,<=50K
19,self-employed,45546,communitycollege,10,notmarried,service,own-child,white,female,0,0,16,united-states,<=50K
47,private,420986,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
52,self-employed,68015,communitycollege,10,married,service,husband,white,male,0,0,90,united-states,>50K
54,private,175594,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
58,,148673,highschoolgrad,9,married,,husband,white,male,0,0,10,united-states,<=50K
30,private,206322,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,73,united-states,>50K
39,private,272338,highschoolgrad,9,married,white-collar,wife,white,female,0,0,25,united-states,<=50K
73,private,105886,bachelors,13,married,prof-specialty,husband,white,male,1173,0,75,united-states,<=50K
64,private,312498,bachelors,13,married,service,husband,white,male,0,0,40,united-states,<=50K
32,private,177675,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,40,united-states,<=50K
51,private,152810,highschoolgrad,9,married,prof-specialty,husband,white,male,0,0,40,united-states,>50K
57,private,319122,bachelors,13,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
25,private,212304,highschoolgrad,9,notmarried,blue-collar,unmarried,white,male,0,0,40,united-states,<=50K
53,private,208321,highschoolgrad,9,married,service,husband,black,male,0,1740,40,united-states,<=50K
39,private,240841,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,25,united-states,<=50K
49,private,208978,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,16,united-states,<=50K
23,government,442359,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,1092,40,united-states,<=50K
28,private,198197,bachelors,13,notmarried,prof-specialty,not-in-family,white,male,0,0,55,united-states,>50K
46,private,261059,masters,14,married,prof-specialty,husband,white,male,0,1977,50,united-states,>50K
40,private,72791,communitycollege,10,notmarried,blue-collar,own-child,black,male,0,0,40,united-states,<=50K
24,private,275395,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
20,,195767,highschoolgrad,9,notmarried,,own-child,white,male,0,0,40,united-states,<=50K
50,private,462966,dropout,6,married,service,husband,white,male,0,0,8,el-salvador,<=50K
24,,265434,bachelors,13,notmarried,,not-in-family,white,female,0,0,40,united-states,<=50K
35,private,31269,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
33,government,246291,bachelors,13,notmarried,prof-specialty,not-in-family,white,female,0,0,46,united-states,<=50K
54,government,128378,bachelors,13,separated,white-collar,not-in-family,white,male,0,0,40,united-states,<=50K
35,government,231180,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,45,united-states,<=50K
31,government,206297,highschoolgrad,9,married,service,husband,white,male,0,0,40,united-states,>50K
47,self-employed,337050,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
48,private,193075,highschoolgrad,9,separated,service,own-child,white,female,0,0,20,united-states,<=50K
33,government,169652,communitycollege,11,notmarried,white-collar,own-child,white,male,0,1669,55,united-states,<=50K
35,private,35945,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
20,,141453,communitycollege,10,notmarried,,own-child,white,female,0,0,10,united-states,<=50K
36,private,252231,dropout,1,notmarried,blue-collar,not-in-family,black,male,0,0,40,puerto-rico,<=50K
30,private,128016,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,55,united-states,<=50K
39,private,150057,communitycollege,10,married,blue-collar,husband,white,male,0,0,55,united-states,>50K
25,private,258276,communitycollege,10,notmarried,blue-collar,not-in-family,amer-indian-eskimo,male,0,0,40,united-states,<=50K
40,private,188465,highschoolgrad,9,separated,service,not-in-family,white,female,0,0,35,united-states,<=50K
25,self-employed,161007,highschoolgrad,9,married,white-collar,husband,white,male,0,0,40,united-states,<=50K
33,private,403468,highschoolgrad,9,married,blue-collar,wife,white,female,0,0,40,mexico,<=50K
53,government,181677,communitycollege,10,separated,blue-collar,not-in-family,white,male,0,0,40,united-states,<=50K
18,private,120243,dropout,7,notmarried,service,own-child,white,male,0,0,10,united-states,<=50K
41,private,157025,highschoolgrad,9,notmarried,blue-collar,unmarried,black,male,0,0,40,united-states,<=50K
25,private,306908,bachelors,13,married,prof-specialty,husband,white,male,0,0,50,united-states,<=50K
66,self-employed,28061,dropout,4,widowed,blue-collar,unmarried,white,male,0,0,50,united-states,<=50K
53,private,95540,communitycollege,10,separated,white-collar,unmarried,white,female,1471,0,40,united-states,<=50K
27,private,135001,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
28,private,293398,highschoolgrad,9,separated,service,unmarried,black,female,0,0,40,united-states,<=50K
23,private,185106,highschoolgrad,9,notmarried,blue-collar,own-child,black,male,0,0,40,united-states,<=50K
29,self-employed,245790,dropout,6,separated,blue-collar,not-in-family,white,male,0,0,80,united-states,<=50K
26,private,134004,communitycollege,10,married,white-collar,wife,white,female,0,0,40,united-states,<=50K
26,private,205036,highschoolgrad,9,notmarried,blue-collar,not-in-family,white,male,0,0,42,united-states,<=50K
26,private,244495,dropout,5,notmarried,service,not-in-family,white,male,0,0,35,united-states,<=50K
38,private,159179,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
36,private,405155,dropout,3,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
34,private,177437,communitycollege,10,married,blue-collar,husband,white,male,15024,0,45,united-states,>50K
32,government,402361,highschoolgrad,9,notmarried,white-collar,not-in-family,white,male,0,0,40,united-states,<=50K
57,self-employed,184553,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,50,united-states,>50K
31,private,302626,communitycollege,10,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
38,private,99138,bachelors,13,notmarried,white-collar,not-in-family,white,female,0,0,38,united-states,<=50K
39,private,112731,highschoolgrad,9,separated,service,not-in-family,other,female,0,0,40,dominican-republic,<=50K
35,private,192923,highschoolgrad,9,married,blue-collar,husband,white,male,0,2377,40,united-states,<=50K
18,private,761006,dropout,7,notmarried,service,own-child,white,female,0,0,20,united-states,<=50K
75,,125784,communitycollege,10,married,,husband,white,male,0,0,8,united-states,<=50K
28,private,182344,highschoolgrad,9,notmarried,service,not-in-family,black,male,0,0,40,united-states,<=50K
41,self-employed,117012,masters,14,notmarried,white-collar,not-in-family,white,female,0,0,55,united-states,<=50K
39,government,30673,dropout,5,married,blue-collar,husband,white,male,0,0,40,united-states,>50K
31,government,484669,communitycollege,10,notmarried,service,not-in-family,white,male,0,0,40,united-states,<=50K
38,government,314052,highschoolgrad,9,separated,white-collar,not-in-family,white,female,0,0,38,united-states,<=50K
43,government,38537,communitycollege,10,separated,white-collar,unmarried,black,female,0,0,38,,<=50K
27,private,165412,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
42,private,198341,masters,14,married,prof-specialty,husband,asian-pac-islander,male,0,1902,55,india,>50K
46,private,116635,bachelors,13,separated,prof-specialty,unmarried,black,female,0,0,36,united-states,<=50K
20,private,185452,highschoolgrad,9,notmarried,white-collar,own-child,white,female,0,0,40,united-states,<=50K
42,private,118686,communitycollege,10,separated,prof-specialty,unmarried,white,female,0,0,20,united-states,<=50K
69,private,76939,highschoolgrad,9,widowed,white-collar,not-in-family,white,female,0,0,40,united-states,<=50K
47,government,160646,communitycollege,11,married,white-collar,wife,white,female,0,0,35,united-states,<=50K
49,government,126754,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,portugal,<=50K
20,private,211049,communitycollege,10,notmarried,white-collar,own-child,white,female,0,0,30,united-states,<=50K
52,private,311931,dropout,3,married,service,wife,white,female,0,0,15,el-salvador,<=50K
33,private,283602,dropout,3,married,service,husband,white,male,0,0,59,mexico,<=50K
18,private,155021,dropout,7,notmarried,service,own-child,white,female,0,0,6,united-states,<=50K
55,self-employed,100569,highschoolgrad,9,separated,blue-collar,unmarried,white,female,0,0,55,united-states,<=50K
61,private,380462,dropout,4,married,blue-collar,husband,black,male,0,0,40,united-states,<=50K
61,government,221943,communitycollege,10,married,white-collar,husband,white,male,9386,0,40,united-states,>50K
39,private,114544,bachelors,13,separated,white-collar,not-in-family,white,male,0,0,45,united-states,>50K
30,private,248584,communitycollege,10,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
61,private,227468,highschoolgrad,9,separated,white-collar,unmarried,black,female,0,0,40,united-states,<=50K
36,private,66173,communitycollege,12,married,service,wife,white,female,0,0,15,united-states,<=50K
34,private,107624,communitycollege,10,married,blue-collar,husband,white,male,0,0,50,united-states,<=50K
53,private,70387,masters,14,married,prof-specialty,husband,asian-pac-islander,male,4386,0,40,india,>50K
38,private,423616,communitycollege,11,married,service,wife,white,female,0,0,36,united-states,>50K
46,private,98637,bachelors,13,married,white-collar,husband,white,male,7298,0,50,united-states,>50K
27,government,216013,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
32,self-employed,210926,dropout,7,separated,blue-collar,unmarried,white,female,0,0,40,nicaragua,<=50K
60,government,255711,bachelors,13,widowed,prof-specialty,unmarried,white,female,0,0,60,united-states,>50K
23,private,77581,bachelors,13,notmarried,white-collar,own-child,white,male,0,0,40,united-states,<=50K
29,private,152461,bachelors,13,notmarried,prof-specialty,unmarried,white,female,14344,0,50,united-states,>50K
22,private,203263,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,50,united-states,<=50K
25,private,261519,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,35,united-states,<=50K
29,private,91189,bachelors,13,married,blue-collar,husband,white,male,0,0,48,united-states,<=50K
90,government,195433,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,30,united-states,<=50K
37,government,272471,highschoolgrad,9,separated,white-collar,unmarried,white,female,0,0,40,united-states,<=50K
32,private,311524,highschoolgrad,9,notmarried,blue-collar,own-child,black,male,0,0,38,united-states,<=50K
18,private,151386,highschoolgrad,9,notmarried,service,own-child,black,male,0,0,40,jamaica,<=50K
35,private,187625,communitycollege,10,notmarried,service,not-in-family,white,female,0,0,65,united-states,<=50K
50,private,108933,dropout,5,married,blue-collar,husband,white,male,2885,0,40,united-states,<=50K
54,private,135388,highschoolgrad,9,married,blue-collar,husband,white,male,5178,0,40,united-states,>50K
43,private,169383,bachelors,13,married,white-collar,husband,white,male,0,0,45,united-states,>50K
28,self-employed,191129,highschoolgrad,9,notmarried,white-collar,not-in-family,white,male,0,0,65,united-states,>50K
51,private,467611,dropout,5,married,blue-collar,husband,white,male,0,0,40,mexico,<=50K
31,private,373185,communitycollege,10,notmarried,blue-collar,unmarried,white,male,0,0,42,mexico,<=50K
69,private,130060,highschoolgrad,9,separated,blue-collar,unmarried,black,female,2387,0,40,united-states,<=50K
57,private,199934,bachelors,13,married,white-collar,husband,white,male,0,0,40,united-states,>50K
71,,116165,communitycollege,10,widowed,,not-in-family,white,female,0,0,14,canada,<=50K
28,private,42881,dropout,6,separated,blue-collar,own-child,white,female,0,0,40,united-states,<=50K
28,,174666,dropout,6,separated,,not-in-family,white,male,0,0,80,united-states,<=50K
25,private,169759,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,95,united-states,<=50K
49,self-employed,181547,communitycollege,12,married,blue-collar,husband,white,male,0,0,30,columbia,<=50K
52,private,95704,dropout,5,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
23,private,237432,bachelors,13,notmarried,prof-specialty,not-in-family,white,male,0,0,40,,<=50K
32,private,226267,dropout,3,notmarried,blue-collar,other-relative,white,male,0,0,40,el-salvador,<=50K
31,private,159979,communitycollege,10,notmarried,service,not-in-family,asian-pac-islander,female,0,0,50,united-states,<=50K
30,private,203488,highschoolgrad,9,notmarried,blue-collar,own-child,white,male,0,0,50,united-states,<=50K
24,private,403671,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,60,united-states,<=50K
45,private,192323,communitycollege,12,married,blue-collar,husband,white,male,0,0,66,yugoslavia,<=50K
30,private,167832,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
52,private,145166,bachelors,13,married,white-collar,husband,white,male,15024,0,55,united-states,>50K
42,government,155657,highschoolgrad,9,separated,white-collar,not-in-family,black,female,0,0,25,united-states,<=50K
49,private,116789,highschoolgrad,9,married,blue-collar,husband,white,male,0,0,40,united-states,<=50K
20,private,39234,highschoolgrad,9,notmarried,service,own-child,white,male,0,0,30,united-states,<=50K
